,gender,emotion,actor,path
31,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_chief_fear.wav
32,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_cheek_fear.wav
33,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_cool_fear.wav
34,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_dog_fear.wav
35,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_bought_fear.wav
36,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav
37,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_dab_fear.wav
38,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_came_fear.wav
39,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_keep_fear.wav
40,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_gap_fear.wav
41,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_gas_fear.wav
42,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hate_fear.wav
43,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_keg_fear.wav
44,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_half_fear.wav
45,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_judge_fear.wav
46,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_fit_fear.wav
47,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_jail_fear.wav
48,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_jug_fear.wav
49,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_keen_fear.wav
50,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_far_fear.wav
51,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_good_fear.wav
52,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hush_fear.wav
53,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_gun_fear.wav
54,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav
55,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hit_fear.wav
56,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_jar_fear.wav
57,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_goal_fear.wav
58,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_five_fear.wav
59,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_gin_fear.wav
60,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_juice_fear.wav
61,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_get_fear.wav
62,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hall_fear.wav
63,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_germ_fear.wav
64,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hurl_fear.wav
65,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_goose_fear.wav
66,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_kick_fear.wav
67,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hole_fear.wav
68,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_home_fear.wav
69,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_gaze_fear.wav
70,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav
71,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_haze_fear.wav
72,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hash_fear.wav
73,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_join_fear.wav
74,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_fat_fear.wav
75,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_hire_fear.wav
76,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_kill_fear.wav
77,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_long_fear.wav
78,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_learn_fear.wav
79,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav
80,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_neat_fear.wav
81,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav
82,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav
83,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_note_fear.wav
84,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_knock_fear.wav
85,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_name_fear.wav
86,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_loaf_fear.wav
87,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lean_fear.wav
88,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lid_fear.wav
89,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mode_fear.wav
90,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mess_fear.wav
91,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lease_fear.wav
92,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mill_fear.wav
93,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lot_fear.wav
94,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_match_fear.wav
95,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_met_fear.wav
96,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_laud_fear.wav
97,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mouse_fear.wav
98,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_numb_fear.wav
99,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lore_fear.wav
100,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pad_fear.wav
101,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_nag_fear.wav
102,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mood_fear.wav
103,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_king_fear.wav
104,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_merge_fear.wav
105,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mob_fear.wav
106,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_mop_fear.wav
107,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_moon_fear.wav
108,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_nice_fear.wav
109,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_lose_fear.wav
110,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_limb_fear.wav
111,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_live_fear.wav
112,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_love_fear.wav
113,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_late_fear.wav
114,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_near_fear.wav
115,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_life_fear.wav
116,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sail_fear.wav
117,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rose_fear.wav
118,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav
119,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_shall_fear.wav
120,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pole_fear.wav
121,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pool_fear.wav
122,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_reach_fear.wav
123,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_read_fear.wav
124,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_room_fear.wav
125,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_red_fear.wav
126,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_shawl_fear.wav
127,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_should_fear.wav
128,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_peg_fear.wav
129,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_search_fear.wav
130,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_raise_fear.wav
131,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rot_fear.wav
132,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sell_fear.wav
133,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_raid_fear.wav
134,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_said_fear.wav
135,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pike_fear.wav
136,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_page_fear.wav
137,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pick_fear.wav
138,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_ripe_fear.wav
139,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rough_fear.wav
140,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_puff_fear.wav
141,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_phone_fear.wav
142,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_seize_fear.wav
143,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav
144,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_ring_fear.wav
145,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pain_fear.wav
146,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rat_fear.wav
147,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rag_fear.wav
148,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_rush_fear.wav
149,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pass_fear.wav
150,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_road_fear.wav
151,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_perch_fear.wav
152,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_shirt_fear.wav
153,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sheep_fear.wav
154,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_pearl_fear.wav
155,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_week_fear.wav
156,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_talk_fear.wav
157,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_thought_fear.wav
158,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_ton_fear.wav
159,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tough_fear.wav
160,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tool_fear.wav
161,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_vote_fear.wav
162,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_time_fear.wav
163,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_third_fear.wav
164,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tip_fear.wav
165,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_thumb_fear.wav
166,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_team_fear.wav
167,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_turn_fear.wav
168,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sour_fear.wav
169,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_such_fear.wav
170,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_shout_fear.wav
171,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_voice_fear.wav
172,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_take_fear.wav
173,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tell_fear.wav
174,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_thin_fear.wav
175,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sure_fear.wav
176,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_vine_fear.wav
177,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_walk_fear.wav
178,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_soup_fear.wav
179,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_south_fear.wav
180,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tire_fear.wav
181,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_sub_fear.wav
182,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_which_fear.wav
183,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_wag_fear.wav
184,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_soap_fear.wav
185,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_void_fear.wav
186,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_wash_fear.wav
187,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_when_fear.wav
188,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_size_fear.wav
189,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_wheat_fear.wav
190,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_tape_fear.wav
191,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_youth_fear.wav
192,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_wife_fear.wav
193,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_young_fear.wav
194,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_yes_fear.wav
195,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_wire_fear.wav
196,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_yearn_fear.wav
197,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_witch_fear.wav
198,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_whip_fear.wav
199,female,fear,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Fear/OAF_white_fear.wav
200,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_boat_ps.wav
201,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_back_ps.wav
202,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_date_ps.wav
203,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_base_ps.wav
204,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_death_ps.wav
205,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_deep_ps.wav
206,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_beg_ps.wav
207,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chain_ps.wav
208,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chat_ps.wav
209,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cab_ps.wav
210,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_came_ps.wav
211,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_burn_ps.wav
212,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bar_ps.wav
213,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_check_ps.wav
214,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bite_ps.wav
215,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cool_ps.wav
216,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_book_ps.wav
217,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dead_ps.wav
218,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bought_ps.wav
219,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bean_ps.wav
220,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bone_ps.wav
221,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cheek_ps.wav
222,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chief_ps.wav
223,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chair_ps.wav
224,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bath_ps.wav
225,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chalk_ps.wav
226,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cause_ps.wav
227,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_calm_ps.wav
228,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_choice_ps.wav
229,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_dab_ps.wav
230,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_good_ps.wav
231,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_home_ps.wav
232,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_fall_ps.wav
233,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hurl_ps.wav
234,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hall_ps.wav
235,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_goal_ps.wav
236,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_door_ps.wav
237,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gap_ps.wav
238,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gas_ps.wav
239,female,surprise,1,/content/drive/MyDrive/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hole_ps.wav
